7. The armature current is ________ at UPF when compared to leading power factor for a motor.,a) minimum,b) maximum,c) equal,d) none of the mentioned,a,Explanation: At leading pf armature current will be high as the emf will be high.
8. The armature current is _______ at UPF than motor at lagging power factor.,a) minimum,b) maximum,c) zero,d) none of the mentioned,a,Explanation: At leading pf armature current will be high as the emf will be high for a synchronous motor.
9. The inverted V plots is plotted between,a) power factor vs field current for constant shaft load,b) field current vs power factor for variable shaft load,c) armature current vs field current,d) terminal voltage vs power factor,a,Explanation: inverted v-curves are plotted between power factor and field current for constant shaft load.
"10. For a power system having induction motor loads, an overexcited synchronous motor is also attached. Then the over all power factor",a) improves,b) degrades,c) becomes upf,d) remains same,a,Explanation: An over excited synchronous motor acts as a source of lagging reactive power and so the overall power factor improves.
"11. For a power system having induction motor loads, an overexcited synchronous motor is also attached. The induction motor will now operate at",a) lagging,b) leading,c) reduced power factor,d) increased power factor,a,Explanation: Adding synchronous motor will improve the pf of the system but then the induction motor will still work at lagging pf only.
12. Synchronous compensators are,a) overexcited synchronous motor with no mechanical load,b) overexcited synchronous motor with mechanical load,c) underexcited synchronous motor with no mechanical load,d) normal excited synchronous motor with no mechanical load,a,Explanation: Synchronous compensators are overexcited synchronous motor with no mechanical load.
14. (I) Speed of an isolated alternator can be altered.,    (II) Speed of an alternator connected to IBB can be also altered.,"a) I is true, II is false",b) Both the statements are true,c) I is false while II is true,a,Explanation: Speed of the alternator connected to the infinite bus bas can not be changes as it has to be of fixed frequency.
"15. (I)For constant power of  an isolated alternator, V-curves can be obtained.","     (II)For constant power of an alternator connected to IBB, V-curves can be obtained","a) I is true, II is false",b) Both the statements are true,c) I is false while II is true,c,"Explanation: For an isolated alternator working at constant power, we can not alter the armature current to have a v-curve while the is possible for the machine connected to infinite bus bar."
"16. The operating frequency and voltage of an isolated alternator ________, if the prime mover input to motor is increased.",a) increases,b) decreases,c) remains constant,d) no relation exists between the power and frequency,a,"Explanation: By varying the prime mover torque, the load angle as well as the operating frequency also get affected."
17. The active power delivered by an alternator will _______ when the prime mover input is increased for the alternator connected to infinite bus bar.,a) increases,b) decreases,c) remains constant,d) no relation exists between the power and  prime mover droop characteristic,a,Explanation: The load angle will increase and so the real power will increase in case the prime mover input is increased.
"1. In salient-pole machines, the armature mmf cannot be accounted for by introducing one equivalent reactance due to",a) non-uniform airgap,b) variable resistance,c) non-uniform air gap,d) any of the mentioned,a,"Explanation: Due to saliency of the of the rotor poles, the air gap varies and the so one reactance is not sufficient to express the armature mmf."
2. If the internal power factor angle of synchronous motor is 30 degree. Then the direct-axis component of the armature current will be,a) 0.5 pu,b) 0.866 pu,c) 1.73 pu,d) 0,a,"Explanation: Id = Ia*sin_ = 1*sin30               = 0.5 pu."
3. If the internal pf angle of a synchronous motor is 30 degree. Then the quadrature axis component of the armature is,a) 0.866 pu,b) 0.5 pu,c) 1.73 pu,d) 0,a,Explanation: Id = Ia*cos_ = 1*cos(3*0).
"4. A salient pole synchronous generator has following per-unit parameter Xd = 1.2 pu, Xq = 0.8pu, ra = 0.25 ohms.",  Then the armature current at 0.8 lagging is,"a) 1,-36.9°","b) 1, 36.9°","c) 1, 73°",a,"Explanation: In per unit, armature current will be lagging by 36.9°."
5. The internal power factor angle is given for a lagging load of a 3- phase alternator.,a) _ = _ – _,b) _ = _ + _,c) _ = -_ -_,d) _ = _ -_,b,Explanation:  
6. Mark the correct expression for alternator working at a lagging power factor,a) tan_ = (IaXq – Vtsin_)/(Vtcos_ – Ia*ra),b) tan_ = (IaXq + Vtsin_)/(Vtcos_ – Ia*ra),c) tan_ = (IaXq + Vtsin_)/(Vtcos_ + Ia*ra),d) tan_ = (IaXq – Vtsec_)/(Vtcosec_ – Ia*ra),a,Explanation: The internal power factor angle is given as tan_ = (IaXq – Vtsin_)/(Vtcos_ – Iara) for an alternator.
"7. For a 400 V, 3 phase alternator gives an open circuit voltage of 380V and armature current of 38A at a field current of 20A. Then the synchronous reactance of the machine is",a) 10 ohm,b) 38/√3,c) 19 ohm,d) 1.9 ohm,a,Explanation: Z = Vt/Ia at the same field current = 380/38 = 38 ohms.
"8. While finding the parameters for an alternator, its voltage regulation is found to be negative. Then the load connected to it must be",a) capacitive nature,b) inductive nature,c) resistive nature,d) can not be judged based on voltage regulation,a,Explanation: The given voltage regulation is mentioned as negative. So it must have a load which is a source of reactive power and hence it must be a capacitor.
"9. for a synchronous motor, its power factor",a) improves with increase in excitation and may even become leading at higher excitations,b) is independent of its excitation,c) decreases with increase in excitation,d) increases with loading for a given excitation,a,Explanation: A per the inverted V- curves it can be easily concluded that as the excitation increases synchronous motor becomes leading.
"10. For obtaining maximum current when we conduct the ‘Slip Test’ on a synchronous machine, its armature field will align along",a) d-axis,b) q-axis,c) 45° to d-axis,d) 45° to q-axis,b,Explanation: The maximum current is observed at low reluctance which is along q-axis.
1. Choose the correct power angle characteristics for the synchronous motor and generator,a),b),c),d) None of the mentioned,a,"Explanation: In the generator mode, the power is positive and it is taken out of the terminals."
2. For a 3 phase 400V alternator having 0.5pu of synchronous reactance and its excitation voltage of 1.2pu and Vt of 1pu. Then the power delivered to the infinite bus is,a) 2.4pu,b) 4.8pu,c) 1.44pu,d) 1pu,a,Explanation: P = EV/X = 1.2*1/0.5 = 2.4 pu.
3. For a 3 phase 400V alternator supplying a load of 0.8 pf lagging at an armature current of 1.1pu. The power delivered to load is,a) 0.88pu,b) 0.8pu,c) 0.66pu,d) 1.375pu,c,Explanation: P = EVsin_/X = 1.1*1*sin36.67 = 6.6 pu.
4. The power-angle characteristic for a three phase salient pole alternator is most correctly shown by,a),b),c),d),a,Explanation: The power angle curve is not completely sinusoidal due to the salient nature of the poles.
5. A 3 phase 400V salient pole alternator is running at no-load. Suddenly the excitation is removed then the net power in the machine is proportional to,a) sin 2d,b) sin d,c) cos 2d,d) 0,a,Explanation: The reluctance power generated will be proportional to sin(2_).
6. A 3 phase 400V cylindrical rotor is running at 1500rpm. Suddenly the field excitation zero. Then the net reluctance power is,a) 0,b) sin 2d,c) cos d,d) cos 2d,a,Explanation: The net reluctance power for a cylindrical rotor type alternator will be zero if the field excitation is made zero.
"8. If the synchronous machine is connected to an infinite bus of constant voltage Vt, through a transformed, a transmission line of reactance ‘X’. then power for a cylindrical machine is",a) P = (Ef*Vt sin_)/(Xs + X),b) P = (Ef*Ef sin2_)/(Xs + X),c) P = (Ef*Vt sin_)/(Xs – X),d) P = (Vt*Vt sin_)/(Xs + X),a,Explanation: The total reactance will be the reactance offered to the synchronous motor in the machine.
9. Maximum power in cylinder rotor alternator occurs at load angle of,a) 90 degree,b) 45 degree,c) less than 90 degree,d) 180 degree,a,Explanation: The maximum power will occur at exact 90° for a cylindrical rotor alternator.
"10. A synchronous generator is operating  with a Ef=1.40pu. This machine having  Xs of 1.2pu, is delivering a synchronous power of 0.5pu to the bus. If the prime-mover torque is increased by 1%, by how much will the synchronous power P change?",a) 1%,b) 10%,c) -1%,d) 4%,a,"Explanation: dP/d_ = EVcos_/X            So the change in P will also be 1%."
"11. A synchronous generator is running over excited with a Ef=1.40pu. This machine, with a synchronous reactance of 1.2pu, is delivering a synchronous power of 0.5pu to the bus. If the prime-mover torque is increased by 1%, by how much will the reactive power, Q change?",a) -0.475 %,b) 0.475%,c) 4.75%,d) -4.75%,a,"Explanation: dQ/d_ = -EVsin_/X            dP/d_ = EVcos_/X            dQ/dP = -tan_ = -tan25.4 = -0.475            dQ = -0.475%. "
"12. A synchronous machine which is synchronized with an infinite bus. If it is desired to obtain a condition when the machine delivers the real power to the IBB without changing the field excitation, then",a) reactive power will be consumed by the machine,b) reactive power will be delivered by the machine,c) no reactive power flow will take place,d) none of the mentioned,a,"Explanation: Due to the condition here that it is providing the real power to the infinite bus bar here, the machine will need more flux to produce the real power in the machine."
"13. The phasor addition of stator and rotor mmfs in a cylindrical rotor synchronous machine, is possible because",a) mmfs are rotating in opposite direction,b) mmfs are rotating in same direction at different speeds,c) mmfs are stationary with respect to each other,d) one mmf is stationary and the other mmf is rotating,c,Explanation: The phasor addition is possible due to the fact that the two mmfs are stationary with respect to each other.
"14. For the effective  electromechanical energy conversion in the device, the developed torque depends upon",a) stator field  and torque angle,b) stator field and rotor field,c) stator field and rotor field and the torque angle,d) stator field  only,c,Explanation: T _ E*V*sin_
"15. In a synchronous machine, hunting is predominantly damped by",a) mechanical losses in the rotor,b) iron losses in rotor,c) copper losses of stator,d) copper losses of rotor,d,Explanation: The hunting is damped by the copper losses in the rotor.
1. The d-axis reactance is determined by,a) OCC & SCC,b) OCC,c) Slip test,d) SCC,a,Explanation: Both the OCC as well as short circuit test are used to calculate the d-axis reactance.
2. The slip test is used to determine,a) Xq,b) Xd,c) Xd and Xq,d) None of the mentioned,a,Explanation: Slip test is used to determine the q-axis reactance.
3. During slip test it would be observed that,i) Swing of ammeter is wide,ii) Swing of voltmeter is  wide,"a) i is true, ii is false","b) i is false, ii is true",a,Explanation: The impedance during slip test is low so the voltage drop will be less and the current will be more.
4. Slip test must be conducted at low armature terminal voltage. This is due to,a) avoiding error due to large slip,b) avoiding error due to small slip,c) avoiding heating,d) all of the mentioned,a,Explanation: Slip test is conducted at low terminal voltage to avoid large slip in the synchronous machines.
"5. A 3 Phase 400, 100 MVA alternator is connected to infinite bus bar. If the mechanical power input is more than the maximum reluctance power, the reluctance generator will lose synchronizm if",a) field is open circuited,b) field is short-circuited,c) load is removed,d) damper is removed,a,"Explanation: If the excitation itself is made zero, then machine will stop."
"6. If a cylindrical rotor synchronous generator, is connected to the IBB, if the field is made zero, then it behaves as",a) induction generator for a short time,b) induction motor,c) synchronous motor,d) synchronous generator,b,Explanation: It will act as induction motor as there will be difference in the speed.
"7. When a 3–phase alternator is suddenly short–circuited at its terminals, the initial value of the short–circuit current is limited by which one of the following ?",a) x”d,b) x’d,c) xs,"d) Sum of x”d, x’d and xs",a,"Explanation: When suddenly the terminals of the synchronous machine will be short circuited, at that immediate instant it will be subtransient reactance."
8.  An alternator with higher value of SCR has,a) better voltage regulation and higher stability limit,b) poor voltage regulation and lower stability limit,c) poor voltage regulation and higher stability limit,d) better voltage regulation and lower stability limit,a,"Explanation: SCR is directly proportional to voltage regulation. Even stability limit is directly proportional to SCR.             SCR = 1/X."
"10. If the excitation of a 3-phase alternator operating on infinite bus bars is changed, which one of the following will get affected?",a) Active real power of machine,b) Reactive power of machine,c) Terminal voltage of machine,d) Frequency of machine,b,Explanation: Excitation is coupled with the reactive power of the machine majorly.
11. In which one of the following is reluctance power developed?,a) Salient pole alternator,b) Non-salient pole alternator,c) Squirrel cage rotor type induction motor,d) All of the mentioned,a,Explanation: Because there is variable air gap due to saliency of the poles.
"12. While conducting measurement for Xd and Xq, the information obtained is below",Id max = 10 A; Id min = 5 A,Vd max = 30 V; Vd min = 25 V,Which one of the following is correct?,"a) Xd = 3, Xq = 2.5",d,"Explanation: Xd=V(max)/I(min) = 30/5 = 6 ohms;             Xq=V(min)/I(max) = 25/10=2.5 ohms."
13. A synchronous motor is operated at a bus voltage of 1.5 pu and drawing 1.0 pu at zpf leading current. Its synchronous reactance is 0.4 pu. What is the excitation emf of the motor?,a) 2.0 pu,b) 1.5 pu,c) 1.0 pu,d) 1.1 pu,d,Explanation: E = V-I*X = 1-0.5=0.5 pu.
"14. Consider a 3-phase alternator with negligible armature resistance and high rotational inertia delivering power to an isolated load when the armature terminals got short circuited. After sometime, the mechanical",power input to the shaft of the machine is terminated at time t0. The short-circuit current circulating in the armature will change till the machine comes to halt at ‘ts’. Which one of the curves depicts this phenomena?,a),b),c),a,Explanation: The short circuit current will be a constant value till it flows.
15. A stationary alternator is connected to the infinite bus. It should not be connected because,a) it will get short circuited,b) it will operate as induction motor,c) it will reduce bus bar voltage,d) all of the mentioned,a,"Explanation: When a stationary synchronous machine is connected to the infinite bus, due to lack of synchronism there will be short circuit in the machine as the impedance reached very negligible."
16. Which of the options given will have no effect on the working of the synchronous motor if ignored?,a) It has comparable reactance,b) It requires dc excitation,c) It can not be started under no load,d) It has tendency to hunt,a,Explanation: The medium reactance is not any disadvantage to the synchronous machine.
"17. When synchronous motor is running at synchronous speed, the damper winding produces",a) no torque,b) eddy current torque,c) damping torque,d) torque aiding the developed torque,a,Explanation: As the relative speed will be zero in the damper winding and the torque too.
18. Slip test is performed to obtain,a) direct axis reactance and quadrature axis reactance,b) slip,c) positive and negative sequence reactance,d) sub transient reactance,a,Explanation: Slip test is used to determine the direct axis and quadrature axis reactance.
1. One of the most prominent component of base loads is,a) synchronous generator,b) induction generator,c) dc series generator,d) all of the mentioned,a,Explanation: Synchronous machines are the main generating section of the power plants.
2. ______ alternator is used in thermal stations and ______ alternator is used in hydel plants.,"a) Cylindrical-rotor, salient pole","b) Salinet pole, cylindrical-rotor","c) Salient pole, Reluctance","d) Cylindrical-rotor, cylindrical-rotor",a,"Explanation: Due to salient poles, the machine will not run at very large speed and it becomes less rugged."
3. Synchronous compensators are mainly employed for,a) compensating reactive power,b) compensating real power,c) improving power factor,d) compensating field flux,a,Explanation: Synchronous compensator is a source for the reactive power.
4. We prefer induction motor over synchronous motor due to,a) no requirement of dc supply,b) starting problems,c) sensitive to environment,d) all of the mentioned,a,Explanation: All the listed factors are disadvantages for using a synchronous motor.
5. The condition which allows the torques to be taken care for choosing a synchronous motor is/are,a) starting torque,b) pull-in torque,c) pull-out torque,d) all of the mentioned,d,Explanation: All the performance torques are needed to know before using any synchronous motor.
"6. A synchronous machine with its field winding on stator and polyphase armature winding on rotor. At steady state, its air gap field is",a) stationary w.r.t. stator,b) rotating at double the speed Ns w.r.t. rotor,c) rotating in direction opposite to rotor,d) all of the mentioned,d,Explanation: All are correct.
"7. A synchronous machine with its field winding on rotor and polyphase armature winding on stator. At steady state running condition, its air gap field is",a) stationary w.r.t. stator,b) rotating at double the Ns w.r.t. rotor,c) rotating at -Ns w.r.t. rotor,d) stationary w.r.t. rotor.,d,"Explanation: As the field is on rotor itself, the sir gap will be stationary w.r.t. rotor."
8.  Choose the appropriate,    The synchronous generators used in the thermal power stations have,"	(i) cylindrical rotor","	(ii)slip rings and brushes","	(iii)laminated rotor",a,Explanation: Thermal plants use cylindrical rotor synchronous machines.
"9. The practical speed ranges for the thermal, nuclear and hydel power plants is (in rpm)","a) 3000,3000,300","b) 3000,300,300","c) 1500,1500,3000","d) 1000,500,3000",a,Explanation: Thermal and nuclear power plants have high speed requirements and hydel power plants have salient pole generators so the speed is also less.
11. The zero power characteristics used in the Potier plot can be obtained by loading the alternator using,a) synchronous motor,b) lamp load,c) dc motor,d) induction motor,a,Explanation: To obtain mmf and emf drops the loading is done as a synchronous motor.
12. Below are the statements about cylindrical rotor alternator.,    A. E.m.f. generated by armature reaction lags armature current by 90°.,"	B. Air gap voltage leads the field flux by 90°",a) Only A is true,b) Only B is true,d,Explanation: Both the statements are right.
"13. Out of the given statements about the cylindrical rotor alternator, mark the correct",    A. Air gap voltage lags the field flux by 90°,"	B. Armature reaction mmf lags the field flux by (90°+ internal p.f. angle)","a) A is false, B is true",b) Only A is true,a,Explanation: Air gap voltage will lead the field flux by 90° in a cylindrical-rotor alternator.
14. The power factor of an alternator under short circuit condition will be almost near,a) zero lagging,b) zero leading,c) unity,d) depends on the type of the alternator,a,"Explanation: During short circuit condition, the magnetizing current flows to provide the core losses compensation. So the pf is slightly zpf lagging."
15. In a 3-phase cylindrical rotor alternator,"a) field mmf leads air gap flux, air gap flux leads armature flux","b) field mmf leads air gap flux, air gap flux lags armature flux",c) armature mmf leads air gap flux and air gap flux leads field flux,d) armature mmf leads air gap flux and air gap flux lags field flux,a,Explanation: Check the phasor diagram.
1. The flux addition is due to,(i) sinusoidal distribution of mmfs,(ii) zero relative velocity between two mmfs,(iii) spatial distribution of three phases by 120°,"a) (i), (ii)",a,Explanation: Flux addition in ac machines is due to sinusoidal flux distribution and they must be stationary with respect to each other.
2. If the resultant flux will not be in phase with the resultant mmf Fr. This is due to,a) hysteresis effect,b) armature reaction,c) hysteresis effect and armature reaction,d) eddy currents,a,Explanation: Hysteresis effect causes the flux to be lagging in nature.
3. The internal power factor angle _ is between,a) Ef and Ia,b) Ia and field flux,c) Ef and Vt,d) Vt and Ia,a,"Explanation: "
4. The load angle _ is between,a) Ef and Ia,b) Ia and field flux,c) Ef and Vt,d) Vt and Ia,c,Explanation: It is the angle between excitation voltage and the terminal voltage.
"5. If it is assumed that the iron part of magnetic circuit requires zero mmf, relation between Ef and If will be",a),b),c),d),a,Explanation: There will be linear relation in Ef and Ia as mmf required is zero.
7. The short circuit characteristic of alternator is a straight line due to,a) no saturation,b) no armature reaction,c) no eddy current,d) all of the mentioned,a,Explanation: At the short circuit of the alternator is having the linear relation as the armature does not enter the saturation mode due to demagnetizing nature of armature reaction.
11. Potier method is very accurate due to,a) emfs are handled as voltage and mmf as AT,b) emf and mmf are handled as AT,c) emf and mmf are handled as voltage,d) none of the mentioned.,a,Explanation: The potier’s method is very accurate because emfs are handled as voltage and mmf as AT.
12. Choose the correct representation for the time phasor below.,a) ,b),c) ,d) all of the mentioned,d,Explanation:  It is the angle between excitation voltage and the armature current.
"1. When the load on an alternator is varied, its terminal voltage also changes due to",a) armature resistance,b) leakage reactance,c) armature reaction,d) all of the mentioned,a,"Explanation: Armature reactance, leakage reactance and armature reaction cause the terminal voltage to differ from the excitation voltage."
3. Voltage regulation for an alternator operating at leading power factor is negative due to,a) magnetizing nature of armature reaction,b) demagnetizing nature of armature reaction,c) cross-magnetizing nature of armature reaction,d) all of the mentioned,a,Explanation: Field flux gets aided by the armature reaction leading to higher Vt.
4. Alternator on  infinite bus bar has constant,a) terminal voltage and frequency,b) frequency,c) power factor,d) power factor and terminal voltage,a,Explanation: Infinite bus bar has constant voltage and frequency.
5. The emf method of the voltage regulation is applicable only to cylindrical rotor alternator due to,a) resultant air gap flux is not affected by angular position of rotor,b) uniform angular position of rotor,c) non uniform angular position of rotor,d) saliency of the poles is a trouble while estimating the emf,a,Explanation: It is so because resultant air gap is unaffected by rotor position.
6. Emf method is also known as,a) pessimistic method,b) optimistic method,c) zero power factor method,d) none of the mentioned,a,"Explanation: Unsaturated impedance is greater than saturated impedance, so the drop accounted will be less than the actual making the voltage regulation more than actual."
7. In mmf method,a) all the emf is scaled to mmf,b) only the mmf values are considered neglecting impedance drop,c) all the emf are taken zero,d) emf is converted to saturated impedance drops,a,Explanation: In mmf method all the emf is scaled to mmf
8. Mmf method of voltage regulation is called _______ while the emf method is __________,"a) optimistic, pessimistic","b) pessimistic, pessimistic","c) optimistic, optimistic","d) pessimistic, optimistic",a,Explanation: In the mmf method the calculated value is lesser than the actual value so it is less misleading than emf method which predicts a greater value.
9. The preferred order of the calculating the voltage regulation is,a) ZPF > ASA > MMF > EMF,b) ZPF > MMF > ASA > EMF,c) ASA > MMF > ASA > EMF,d) EMF > ASA > ZPF > MMF,a,Explanation: Emf method is least preferred over the other methods and zpf method gives the accurate results as it does not alter the values.
"10. In a calculation, the actual voltage regulation is 33.1% while the calculated value of the voltage regulation is 56.8%. This infers that the chosen method has been",a) emf,b) mmf,c) asa,d) zpf,a,"Explanation: As the given value is more than actual, so it must be emf method."
"11. In a calculation, the actual voltage regulation is 33.1% while the calculated value of the voltage regulation is 25%. This infers that the chosen method has been",a) emf,b) mmf,c) asa,d) zpf,b,"Explanation: As the given value is less than actual, so it must be mmf method."
"12. In a calculation, the actual voltage regulation is 33.1% while the calculated value of the voltage regulation is 32.9%. This infers that the chosen method has been",a) zpf or asa,b) emf,c) mmf,d) mmf or zpf,a,"Explanation: As the given value is very close to actual, so it must be zpf or asa method of regulation."
13. If the emf from the air gap line if the 3-phase alternator is 440V per phase and armature current is 110 A. The synchronous reactance is,a) 4 ohms,b) 2 ohms,c) 6.92 ohms,d) 2.32 ohms,a,Explanation: Z = V/I = 440/110 = 4 ohms.
"14. If the machine size increases, the three phase alternator resistance _______ and synchronous reactance _______","a) increases, decreases","b) decreases, increases","c) remains constant, decreases","d) decreases, decreases",a,"Explanation: If the machine size increases, the copper amount will increase but the air gap will also increase having more reluctance so the reactance will reduce."
15. Ideally the voltage regulation of an alternator should be,a) zero,b) infinite,c) 50%,d) 100%,a,"Explanation: Ideally the terminal voltage and the excitation voltage should be same.             So V.R. = E-V/V = 0%."
"1. A 315V, 3-phase 400 MVA alternator is running at no load at constant excitations. The most appropriate representation in space domain is",a) ,b) ,c) ,d) ,a,Explanation: At no load Ia = 0. So Ef = Vt.
"2. A 315V, 3-phase 400 MVA alternator is running at lagging power factor at constant excitations. The most appropriate representation in space domain is",a) ,b) ,c) ,d) ,a,Explanation: Ia should lag Ef.
"3. A 315V, 3-phase 400 MVA alternator is running at leading power factor load at constant excitations. The most appropriate representation in space domain is",a) ,b) ,c) ,d) ,a,Explanation: Ia will lead the excitation.
"4. A 315V, 3-phase 400 MVA alternator is running at unity power factor at constant excitations. The most appropriate representation in space domain is",a) ,b) ,c) ,d) ,a,Explanation: Ia in phase with excitation voltage.
"5. A 315V, 3-phase 400 MVA alternator is running at zero power factor lagging at constant excitations. The most appropriate representation in space domain is",a) ,b) ,c) ,d) ,a,Explanation: Ia has to be lagging by 90°.
"6. A 315V, 3-phase 400 MVA alternator is running at zero power factor leading at constant excitations. The most appropriate representaion in space domian is",a) ,b) ,c) ,d) none of the mentioned,a,Explanation: Ia has to be leading by 90°.
"7. With the alternator running at rated terminal voltage Vt, at rated current Ia = 1 per unit. What happens if load current is reduced to zero, if it was operating at lagging power factor?",a) ,b) ,c) ,d) ,a,Explanation: Check for the Ia lagging Ef and Ef > Vt.
"8. With the alternator running at rated terminal voltage Vt, at rated current Ia = 1 per unit. What happens if load current is reduced to zero, if it was operating at leading power factor?",a) ,b) ,c) ,d) ,a,Explanation: Check for the Ia leading Ef and Ef < Vt.
"9. If the machine was operating at upf, then the new excitation voltage will be",a) greater than 1 pu,b) less than 1 pu,c) 1 pu,d) zero,a,Explanation: The new excitation will be more than 1 pu to compensate for the flux required.
11. Mark the plot for terminal voltage vs armature current for the alternator.,a) ,b) ,c) ,d) ,a,Explanation: After the maximum excitation the alternator will have a fall out if the excitation is increased beyond synchronous speed.
12. Alternator compounding characteristic is obtained by,a) keeping Vt constant,b) keeping Ef constant,c) keeping Ia constant,d) varying Vt,a,Explanation: Alternator compounding characteristic is obtained by keeping Vt constant.
14. The rating of the alternator is decided by,a) losses,b) voltage,c) armature current,d) temperature,a,Explanation: The losses determine the rating to be used for alternator.
15. The core losses in synchronous machine is _______ dependent.,a) voltage,b) current,c) temperature,d) insulation,a,Explanation: Core losses depend on the voltage applied to the machine.
3. The voltage equation of synchronous motor is,a) Ef = Vt + Ia*(ra+jXa),b) Ef = Vt – Ia*(ra+jXa),c) Ef = Vt + Ia*(ra-jXa),d) Ef = Vt – Ia*(ra-jXa),a,Explanation:   The voltage equation of synchronous motor is Ef = Vt + Ia*(ra+jXa).
4. Synchronous motor delivers lagging power at,a) leading pf,b) lagging pf,c) zero pf,d) unity pf,a,Explanation: As Q < 0 for synchronous motor at leading pf.
5. A 420 V synchronous motor is working at 30° lagging load. What can be the expected phasor?,a),b),c),d) None of the mentioned,a,Explanation: The Ia should lag Ef by 30°.
6. The synchronous motor is operating at upf load. The most suitable phasor will be?,a),b),c),d),a,Explanation: Ia must be in phase with the Ef.
7. The zero power factor of an alternator can be obtained by _________ at rated Ia.,a) over exciting,b) conducting short circuit of secondary terminals,c) under excitation,d) running as reluctance motor,a,Explanation: By over exciting an alternator gives the additional flux required to make it operate at zero power factor.
10. The operating point for an over excited alternator working near zpf lagging power factor gives ‘A’ as the operating point. Then if the same machine is working as an over excited synchronous motor will give same operating point at,a) zpf leading,b) zpf lagging,c) upf,d) there will never be the same operating point for the machine as motor as well as generator.,a,"Explanation: Yes, by making it from lag to leading power factor, a synchronous machine can have same operating point for the alternator as well as synchronous motor."
11. Identify the over excited alternator operating at zpf.,a),b),c),d),a,"Explanation: Ef>Vt, makes it work as over excited."
12. Identify the over excited synchronous motor operating at zpf.,a),b),c),d)None of the mentioned,a,"Explanation: Ef>Vt, and the Ia is in opposite to that of alternator."
13. ,"   For the above graph depicting the performance of a synchronous motor, coordinates ‘x’ and ‘y’ are respectively?","In the ‘V’ curve shown in the above figure for a synchronous motor, the parameter of x and y coordinates are, respectively",a) Armature current and field current,b) Power factor and field current,a,Explanation: V curve is between the armature current and the field current.
14. We can increase the torque of a reluctance synchronous motor if we,a) Increase reluctance of the magnetic circuit along the direct axis,b) Decrease the reluctance of the magnetic circuit along the quadrature axis,c) Increase the ratio of the quadrature axis reluctance to direct axis reluctance,d) Decrease the ratio of quadrature axis reluctance to direct axis reluctance,c,Explanation: Te = -1/2(_^2)(Rlq-Rld) sin2_.
15. Switched reluctance motors are basically,a) salient pole synchronous motor but without excitation winding,b) stepper motor with salient poles,c) synchronous motor with salient poles on stator and rotor,d) stepper motor with closed loop control and with rotor position sensor,d,Explanation: A switched reluctance motor has stepper motor.
1. The magnetization current drawn from an AC supply a synchronous motor is used to _________,a) set up flux in magnetic circuit of device,b) compensate core losses,c) set up magnetizing armature reaction,d) all of the mentioned,a,Explanation: Magnetizing current sets up the flux needed in the machine.
"2. A 3 phase synchronous motor is working at normal excitation, then the flux deficient in circuit is ________",a) given by armature winding mmf,b) given by field winding mmf,c) supplied to armature winding mmf,d) supplied to field winding mmf,a,Explanation: it is given by armature winding mmf.
3. The excess flux in synchronous motor is neutralized by,a) armature winding by drawing demagnetizing component of the current from ac supply,b) armature winding by drawing magnetizing component of the current from ac supply,c) field  winding by drawing demagnetizing component of the current from dc supply,d) field winding by drawing magnetizing component of the current from dc supply,a,Explanation: Excess flux is neutralized y the demagnetizing component.
4. The V-curves of synchronous motor is plotted between ________,a) Ia Vs If with constant shaft load,b) If Vs Ia with constant shaft load,c) power factor vs If,d) power factor vs Ia,a,Explanation: The V-curves of synchronous motor is plotted between Ia Vs If with constant shaft load.
5. When a constant power output is desired to maintain,a) Ef*sin_ and Ia*cos_ are to be maintained constant,b) Ef*sin_ is be maintained constant,c) Ia*cos_ is to be maintained constant,d) Ef*sin_ and Ia*sin_ are to be maintained constant,a,Explanation: For constant real power output the component of the excitation voltage lagging to Vt should remain constant as per the phasor diagram.
6. When the excitation voltage is increased from 1 to 1.3 pu of a 3-phase synchronous motor. Then load angle for the constant power operation,a) must be decreased,b) can also be increased,c) increased,d) decreased,a,Explanation: ‘Ef*sin_’ is to be maintained constant. so if excitation voltage increases then the load angle must decrease.
7. The armature current is ________ at UPF when compared to leading power factor.,a) minimum,b) maximum,c) equal,d) none of the mentioned,a,"Explanation: "
8. The armature current is _______ at UPF than motor at lagging power factor.,a) minimum,b) maximum,c) zero,d) none of the mentioned,a,"Explanation: "
9. The inverted V plots is plotted between,a) power factor vs field current for constant shaft load,b) field current vs power factor for variable shaft load,c) armature current vs field current,d) terminal voltage vs power factor,a,Explanation: Inverted v-curves are plotted between power factor and field current for constant shaft load.
"10. For a power system having induction motor loads, an overexcited synchronous motor is also attached. Then the over all power factor",a) improves,b) degrades,c) becomes upf,d) remains same,a,Explanation: An over excited synchronous motor acts as a source of lagging reactive power and so the overall power factor improves.
"11. For a power system having induction motor loads, an overexcited synchronous motor is also attached. The induction motor will now operate at",a) lagging,b) leading,c) reduced power factor,d) increased power factor,a,Explanation: Adding synchronous motor will improve the pf of the system but then the induction motor will still work at lagging pf only.
12. Synchronous compensators are,a) over excited synchronous motor with no mechanical load,b) over excited synchronous motor with mechanical load,c) under excited synchronous motor with no mechanical load,d) normally excited synchronous motor with no mechanical load,a,Explanation: Synchronous compensators are synchronous motor with no mechanical load which are overexcited.
